"InChI=1S/C22H19F21O10/c23-13(24,1-2-50-3-4-51-5-6(44)52-12-9(47)7(45)8(46)10(53-12)11(48)49)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)19(35,36)20(37,38)21(39,40)22(41,42)43/h7-10,12,45-47H,1-5H2,(H,48,49)",DUIINGVHWKQBMX-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F)F)F)F)F,,,C22H19F21O10,842.0642894279999,3.5810000000000017,2,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C16H11F21O4/c17-7(18,1-2-40-3-4-41-5-6(38)39)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)13(29,30)14(31,32)15(33,34)16(35,36)37/h1-5H2,(H,38,39)",CEMDWQYQKLEJMU-UHFFFAOYSA-N,,666.0322
"InChI=1S/C23H24F21NO6/c1-45(2,3)9-11(8-12(46)47)51-13(48)10-50-7-6-49-5-4-14(24,25)15(26,27)16(28,29)17(30,31)18(32,33)19(34,35)20(36,37)21(38,39)22(40,41)23(42,43)44/h11H,4-10H2,1-3H3",WJWMWMGJJVUFHO-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F)F)F)F)F,,,C23H24F21NO6,809.1268301079999,3.3666000000000005,2,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C16H11F21O4/c17-7(18,1-2-40-3-4-41-5-6(38)39)8(19,20)9(21,22)10(23,24)11(25,26)12(27,28)13(29,30)14(31,32)15(33,34)16(35,36)37/h1-5H2,(H,38,39)",CEMDWQYQKLEJMU-UHFFFAOYSA-N,,666.0322
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C16H18F13NO6/c17-11(18,12(19,20)13(21,22)14(23,24)15(25,26)16(27,28)29)1-2-34-3-4-35-5-6-36-8-9(31)30-7-10(32)33/h1-8H2,(H,30,31)(H,32,33)",UJHGYLHZZXJXKI-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F,,,C16H18F13NO6,567.092654156,2.452400000000001,1,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C14H15F13O5/c15-9(16,1-2-30-3-4-31-5-6-32-7-8(28)29)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h1-7H2,(H,28,29)",OZDKMNJXGUVEMG-UHFFFAOYSA-N,,510.0711
"InChI=1S/C20H23F13O11/c21-15(22,16(23,24)17(25,26)18(27,28)19(29,30)20(31,32)33)1-2-40-3-4-41-5-6-42-7-8(34)43-14-11(37)9(35)10(36)12(44-14)13(38)39/h9-12,14,35-37H,1-7H2,(H,38,39)",SXRQCXBTCIYPSW-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F,,,C20H23F13O11,686.103278416,1.4837000000000002,2,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C14H15F13O5/c15-9(16,1-2-30-3-4-31-5-6-32-7-8(28)29)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h1-7H2,(H,28,29)",OZDKMNJXGUVEMG-UHFFFAOYSA-N,,510.0711
"InChI=1S/C21H28F13NO7/c1-35(2,3)11-13(10-14(36)37)42-15(38)12-41-9-8-40-7-6-39-5-4-16(22,23)17(24,25)18(26,27)19(28,29)20(30,31)21(32,33)34/h13H,4-12H2,1-3H3",STNZIOVQZGWPRX-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F,,,C21H28F13NO7,653.165819096,1.2693000000000045,1,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C14H15F13O5/c15-9(16,1-2-30-3-4-31-5-6-32-7-8(28)29)10(17,18)11(19,20)12(21,22)13(23,24)14(25,26)27/h1-7H2,(H,28,29)",OZDKMNJXGUVEMG-UHFFFAOYSA-N,,510.0711
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C18H18F17NO6/c19-11(20,1-2-40-3-4-41-5-6-42-8-9(37)36-7-10(38)39)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h1-8H2,(H,36,37)(H,38,39)",CIWJZDJYIFJOCX-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F)F)F,,,C18H18F17NO6,667.086267036,3.4356000000000018,2,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C16H15F17O5/c17-9(18,1-2-36-3-4-37-5-6-38-7-8(34)35)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33/h1-7H2,(H,34,35)",QTUARCMQVIPZRL-UHFFFAOYSA-N,,610.0648
"InChI=1S/C22H23F17O11/c23-15(24,16(25,26)17(27,28)18(29,30)19(31,32)20(33,34)21(35,36)22(37,38)39)1-2-46-3-4-47-5-6-48-7-8(40)49-14-11(43)9(41)10(42)12(50-14)13(44)45/h9-12,14,41-43H,1-7H2,(H,44,45)",AVZYNWLSADHKHO-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F)F)F,,,C22H23F17O11,786.096891296,2.466900000000001,3,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C16H15F17O5/c17-9(18,1-2-36-3-4-37-5-6-38-7-8(34)35)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33/h1-7H2,(H,34,35)",QTUARCMQVIPZRL-UHFFFAOYSA-N,,610.0648
"InChI=1S/C23H28F17NO7/c1-41(2,3)11-13(10-14(42)43)48-15(44)12-47-9-8-46-7-6-45-5-4-16(24,25)17(26,27)18(28,29)19(30,31)20(32,33)21(34,35)22(36,37)23(38,39)40/h13H,4-12H2,1-3H3",TYOQSULBBLRBSF-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F)F)F,,,C23H28F17NO7,753.159431976,2.252500000000004,2,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C16H15F17O5/c17-9(18,1-2-36-3-4-37-5-6-38-7-8(34)35)10(19,20)11(21,22)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)33/h1-7H2,(H,34,35)",QTUARCMQVIPZRL-UHFFFAOYSA-N,,610.0648
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C20H18F21NO6/c21-11(22,1-2-46-3-4-47-5-6-48-8-9(43)42-7-10(44)45)12(23,24)13(25,26)14(27,28)15(29,30)16(31,32)17(33,34)18(35,36)19(37,38)20(39,40)41/h1-8H2,(H,42,43)(H,44,45)",MDBHNAIHXDCXGT-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F)F)F)F)F,,,C20H18F21NO6,767.079879916,4.418800000000001,2,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C18H15F21O5/c19-9(20,1-2-42-3-4-43-5-6-44-7-8(40)41)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)18(37,38)39/h1-7H2,(H,40,41)",VNSLQCRCYMYIPT-UHFFFAOYSA-N,,710.0584
"InChI=1S/C24H23F21O11/c25-15(26,1-2-52-3-4-53-5-6-54-7-8(46)55-14-11(49)9(47)10(48)12(56-14)13(50)51)16(27,28)17(29,30)18(31,32)19(33,34)20(35,36)21(37,38)22(39,40)23(41,42)24(43,44)45/h9-12,14,47-49H,1-7H2,(H,50,51)",HVUKLFMDXLCVOW-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F)F)F)F)F,,,C24H23F21O11,886.090504176,3.450100000000001,3,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C18H15F21O5/c19-9(20,1-2-42-3-4-43-5-6-44-7-8(40)41)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)18(37,38)39/h1-7H2,(H,40,41)",VNSLQCRCYMYIPT-UHFFFAOYSA-N,,710.0584
"InChI=1S/C25H28F21NO7/c1-47(2,3)11-13(10-14(48)49)54-15(50)12-53-9-8-52-7-6-51-5-4-16(26,27)17(28,29)18(30,31)19(32,33)20(34,35)21(36,37)22(38,39)23(40,41)24(42,43)25(44,45)46/h13H,4-12H2,1-3H3",VSMOSWQSNBOMAF-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F)F)F)F)F,,,C25H28F21NO7,853.153044856,3.235700000000003,2,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F)F)F,"InChI=1S/C18H15F21O5/c19-9(20,1-2-42-3-4-43-5-6-44-7-8(40)41)10(21,22)11(23,24)12(25,26)13(27,28)14(29,30)15(31,32)16(33,34)17(35,36)18(37,38)39/h1-7H2,(H,40,41)",VNSLQCRCYMYIPT-UHFFFAOYSA-N,,710.0584
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C18H22F13NO7/c19-13(20,14(21,22)15(23,24)16(25,26)17(27,28)18(29,30)31)1-2-36-3-4-37-5-6-38-7-8-39-10-11(33)32-9-12(34)35/h1-10H2,(H,32,33)(H,34,35)",VEFKWYLIVQTTTP-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F,,,C18H22F13NO7,611.118868904,2.3215,1,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C16H19F13O6/c17-11(18,1-2-32-3-4-33-5-6-34-7-8-35-9-10(30)31)12(19,20)13(21,22)14(23,24)15(25,26)16(27,28)29/h1-9H2,(H,30,31)",KDKAXVRJKHTNPS-UHFFFAOYSA-N,,554.0974
"InChI=1S/C22H27F13O12/c23-17(24,18(25,26)19(27,28)20(29,30)21(31,32)22(33,34)35)1-2-42-3-4-43-5-6-44-7-8-45-9-10(36)46-16-13(39)11(37)12(38)14(47-16)15(40)41/h11-14,16,37-39H,1-9H2,(H,40,41)",VOZUSRYAQQAGDZ-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(OC1OC(C(O)C(O)C1O)C(O)=O)=O)F)F)F)F)F)F,,,C22H27F13O12,730.129493164,1.3528000000000013,2,2,2,BTM00002,BTM00002,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C16H19F13O6/c17-11(18,1-2-32-3-4-33-5-6-34-7-8-35-9-10(30)31)12(19,20)13(21,22)14(23,24)15(25,26)16(27,28)29/h1-9H2,(H,30,31)",KDKAXVRJKHTNPS-UHFFFAOYSA-N,,554.0974
"InChI=1S/C23H32F13NO8/c1-37(2,3)13-15(12-16(38)39)45-17(40)14-44-11-10-43-9-8-42-7-6-41-5-4-18(24,25)19(26,27)20(28,29)21(30,31)22(32,33)23(34,35)36/h15H,4-14H2,1-3H3",LOKPQVJZLODFNO-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(=O)OC(C[N+](C)(C)C)CC([O-])=O)F)F)F)F)F)F,,,C23H32F13NO8,697.192033844,1.1384000000000074,1,1,1,BTM00003,BTM00003,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F,"InChI=1S/C16H19F13O6/c17-11(18,1-2-32-3-4-33-5-6-34-7-8-35-9-10(30)31)12(19,20)13(21,22)14(23,24)15(25,26)16(27,28)29/h1-9H2,(H,30,31)",KDKAXVRJKHTNPS-UHFFFAOYSA-N,,554.0974
InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C20H22F17NO7/c21-13(22,1-2-42-3-4-43-5-6-44-7-8-45-10-11(39)38-9-12(40)41)14(23,24)15(25,26)16(27,28)17(29,30)18(31,32)19(33,34)20(35,36)37/h1-10H2,(H,38,39)(H,40,41)",YLOFRMUWVQIEPE-UHFFFAOYSA-N,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(=O)NCC(O)=O)F)F)F)F)F)F)F)F,,,C20H22F17NO7,711.112481784,3.304700000000001,2,1,1,BTM00001,BTM00001,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,FC(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(C(F)(CCOCCOCCOCCOCC(O)=O)F)F)F)F)F)F)F)F,"InChI=1S/C18H19F17O6/c19-11(20,1-2-38-3-4-39-5-6-40-7-8-41-9-10(36)37)12(21,22)13(23,24)14(25,26)15(27,28)16(29,30)17(31,32)18(33,34)35/h1-9H2,(H,36,37)",YSLNMCCWLDHCNF-UHFFFAOYSA-N,,654.0910
